,纳斯达克指数
2017-10-20,6629.0500
2017-10-23,6586.8300
2017-10-24,6598.4300
2017-10-25,6563.8900
2017-10-26,6556.7700
2017-10-27,6701.2600
2017-10-30,6698.9600
2017-10-31,6727.6700
2017-11-01,6716.5300
2017-11-02,6714.9400
2017-11-03,6764.4400
2017-11-06,6786.4400
2017-11-07,6767.7800
2017-11-08,6789.1200
2017-11-09,6750.0500
2017-11-10,6750.9400
2017-11-13,6757.6000
2017-11-14,6737.8700
2017-11-15,6706.2100
2017-11-16,6793.2900
2017-11-17,6782.7900
2017-11-20,6790.7100
2017-11-21,6862.4800
2017-11-22,6867.3600
2017-11-23,6867.3600
2017-11-24,6889.1600
2017-11-27,6878.5200
2017-11-28,6912.3600
2017-11-29,6824.3900
2017-11-30,6873.9700
2017-12-01,6847.5900
2017-12-04,6775.3700
2017-12-05,6762.2100
2017-12-06,6776.3800
2017-12-07,6812.8400
2017-12-08,6840.0800
2017-12-11,6875.0800
2017-12-12,6862.3200
2017-12-13,6875.8000
2017-12-14,6856.5300
2017-12-15,6936.5800
2017-12-18,6994.7600
2017-12-19,6963.8500
2017-12-20,6960.9600
2017-12-21,6965.3600
2017-12-22,6959.9600
2017-12-25,6959.9600
2017-12-26,6936.2500
2017-12-27,6939.3400
2017-12-28,6950.1600
2017-12-29,6903.3900
2018-01-02,7006.9000
2018-01-03,7065.5300
2018-01-04,7077.9200
2018-01-05,7136.5600
2018-01-08,7157.3900
2018-01-09,7163.5800
2018-01-10,7153.5700
2018-01-11,7211.7800
2018-01-12,7261.0600
2018-01-15,7261.0600
2018-01-16,7223.6900
2018-01-17,7298.2800
2018-01-18,7296.0500
2018-01-19,7336.3800
2018-01-22,7408.0300
2018-01-23,7460.2900
2018-01-24,7415.0600
2018-01-25,7411.1600
2018-01-26,7505.7700
2018-01-29,7466.5100
2018-01-30,7402.4800
2018-01-31,7411.4800
2018-02-01,7385.8600
2018-02-02,7240.9500
2018-02-05,6967.5300
2018-02-06,7115.8800
2018-02-07,7051.9800
2018-02-08,6777.1600
2018-02-09,6874.4900
2018-02-12,6981.9600
2018-02-13,7013.5100
2018-02-14,7143.6200
2018-02-22,7210.0900
2018-02-23,7337.3900
2018-02-26,7421.4600
2018-02-27,7330.3500
2018-02-28,7273.0100
2018-03-01,7180.5600
2018-03-02,7257.8700
2018-03-05,7330.7100
2018-03-06,7372.0100
2018-03-07,7396.6500
2018-03-08,7427.9500
2018-03-09,7560.8100
2018-03-12,7588.3300
2018-03-13,7511.0100
2018-03-14,7496.8100
2018-03-15,7481.7400
2018-03-16,7481.9900
2018-03-19,7344.2400
2018-03-20,7364.3000
2018-03-21,7345.2900
2018-03-22,7166.6800
2018-03-23,6992.6700
2018-03-26,7220.5400
2018-03-27,7008.8100
2018-03-28,6949.2300
2018-03-29,7063.4500
2018-03-30,7063.4500
2018-04-02,6870.1200
2018-04-03,6941.2800
2018-04-04,7042.1100
2018-04-09,6950.3400
2018-04-10,7094.3000
2018-04-11,7069.0300
2018-04-12,7140.2500
2018-04-13,7106.6500
2018-04-16,7156.2900
2018-04-17,7281.1000
2018-04-18,7295.2400
2018-04-19,7238.0600
2018-04-20,7146.1300
2018-04-23,7128.6000
2018-04-24,7007.3500
2018-04-25,7003.7400
2018-04-26,7118.6800
2018-04-27,7119.8000
2018-05-02,7100.9000
2018-05-03,7088.1500
2018-05-04,7209.6200
2018-05-07,7265.2100
2018-05-08,7266.9000
2018-05-09,7339.9100
2018-05-10,7404.9800
2018-05-11,7402.8800
2018-05-14,7411.3200
2018-05-15,7351.6300
2018-05-16,7398.3000
2018-05-17,7382.4700
2018-05-18,7354.3400
2018-05-21,7394.0400
2018-05-22,7378.4600
2018-05-23,7425.9600
2018-05-24,7424.4300
2018-05-25,7433.8500
2018-05-28,7433.8500
2018-05-29,7396.5900
2018-05-30,7462.4500
2018-05-31,7442.1200
2018-06-01,7554.3300
2018-06-04,7606.4600
2018-06-05,7637.8600
2018-06-06,7689.2400
2018-06-07,7635.0700
2018-06-08,7645.5100
2018-06-11,7659.9300
2018-06-12,7703.7900
2018-06-13,7695.7000
2018-06-14,7761.0400
2018-06-15,7746.3800
2018-06-19,7725.5900
2018-06-20,7781.5200
2018-06-21,7712.9500
2018-06-22,7692.8200
2018-06-25,7532.0100
2018-06-26,7561.6300
2018-06-27,7445.0900
2018-06-28,7503.6800
2018-06-29,7510.3000
2018-07-02,7567.6900
2018-07-03,7502.6700
2018-07-04,7502.6700
2018-07-05,7586.4300
2018-07-06,7688.3900
2018-07-09,7756.2000
2018-07-10,7759.2000
2018-07-11,7716.6100
2018-07-12,7823.9200
2018-07-13,7825.9800
2018-07-16,7805.7200
2018-07-17,7855.1200
2018-07-18,7854.4400
2018-07-19,7825.3000
2018-07-20,7820.2000
2018-07-23,7841.8700
2018-07-24,7840.7700
2018-07-25,7932.2400
2018-07-26,7852.1900
2018-07-27,7737.4200
2018-07-30,7630.0000
2018-07-31,7671.7900
2018-08-01,7707.2900
2018-08-02,7802.6900
2018-08-03,7812.0200
2018-08-06,7859.6800
2018-08-07,7883.6600
2018-08-08,7888.3300
2018-08-09,7891.7800
2018-08-10,7839.1100
2018-08-13,7819.7100
2018-08-14,7870.9000
2018-08-15,7774.1200
2018-08-16,7806.5200
2018-08-17,7816.3300
2018-08-20,7821.0100
2018-08-21,7859.1700
2018-08-22,7889.1000
2018-08-23,7878.4600
2018-08-24,7945.9800
2018-08-27,8017.9000
2018-08-28,8030.0400
2018-08-29,8109.6900
2018-08-30,8088.3600
2018-08-31,8109.5400
2018-09-03,8109.5400
2018-09-04,8091.2500
2018-09-05,7995.1700
2018-09-06,7922.7300
2018-09-07,7902.5400
2018-09-10,7924.1600
2018-09-11,7972.4700
2018-09-12,7954.2300
2018-09-13,8013.7100
2018-09-14,8010.0400
2018-09-17,7895.7900
2018-09-18,7956.1100
2018-09-19,7950.0400
2018-09-20,8028.2300
2018-09-21,7986.9600
2018-09-25,8007.4700
2018-09-26,7990.3700
2018-09-27,8041.9700
2018-09-28,8046.3500
2018-10-08,7735.9500
2018-10-09,7738.0200
2018-10-10,7422.0500
2018-10-11,7329.0600
2018-10-12,7496.8900
2018-10-15,7430.7400
2018-10-16,7645.4900
2018-10-17,7642.7000
2018-10-18,7485.1400
2018-10-19,7449.0300
2018-10-22,7468.6300
2018-10-23,7437.5400
2018-10-24,7108.4000
2018-10-25,7318.3400
2018-10-26,7167.2100
2018-10-29,7050.2900
2018-10-30,7161.6500
2018-10-31,7305.9000
2018-11-01,7434.0600
2018-11-02,7356.9900
2018-11-05,7328.8500
2018-11-06,7375.9600
2018-11-07,7570.7500
2018-11-08,7530.8900
2018-11-09,7406.9000
2018-11-12,7200.8700
2018-11-13,7200.8800
2018-11-14,7136.3900
2018-11-15,7259.0300
2018-11-16,7247.8700
2018-11-19,7028.4800
2018-11-20,6908.8200
2018-11-21,6972.2500
2018-11-22,6972.2500
2018-11-23,6938.9800
2018-11-26,7081.8500
2018-11-27,7082.7000
2018-11-28,7291.5900
2018-11-29,7273.0800
2018-11-30,7330.5400
2018-12-03,7441.5100
2018-12-04,7158.4300
2018-12-05,7158.4300
2018-12-06,7188.2600
2018-12-07,6969.2500
2018-12-10,7020.5200
2018-12-11,7031.8300
2018-12-12,7098.3100
2018-12-13,7070.3300
2018-12-14,6910.6700
2018-12-17,6753.7300
2018-12-18,6783.9100
2018-12-19,6636.8300
2018-12-20,6528.4100
2018-12-21,6333.0000
2018-12-24,6192.9200
2018-12-25,6192.9200
2018-12-26,6554.3600
2018-12-27,6579.4900
2018-12-28,6584.5200
2019-01-02,6665.9400
2019-01-03,6463.5000
2019-01-04,6738.8600
2019-01-07,6823.4700
2019-01-08,6897.0000
2019-01-09,6957.0800
2019-01-10,6986.0700
2019-01-11,6971.4800
2019-01-14,6905.9200
2019-01-15,7023.8300
2019-01-16,7034.6900
2019-01-17,7084.4600
2019-01-18,7157.2300
2019-01-21,7157.2300
2019-01-22,7020.3600
2019-01-23,7025.7700
2019-01-24,7073.4600
2019-01-25,7164.8600
2019-01-28,7085.6900
2019-01-29,7028.2900
2019-01-30,7183.0800
2019-01-31,7281.7400
2019-02-01,7263.8700
2019-02-11,7307.9100
2019-02-12,7414.6200
2019-02-13,7420.3800
2019-02-14,7426.9600
2019-02-15,7472.4100
2019-02-18,7472.4100
2019-02-19,7486.7700
2019-02-20,7489.0700
2019-02-21,7459.7100
2019-02-22,7527.5500
2019-02-25,7554.4600
2019-02-26,7549.3000
2019-02-27,7554.5100
2019-02-28,7532.5300
2019-03-01,7595.3500
2019-03-04,7577.5700
2019-03-05,7576.3600
2019-03-06,7505.9200
2019-03-07,7421.4600
2019-03-08,7408.1400
2019-03-11,7558.0600
2019-03-12,7591.0300
2019-03-13,7643.4100
2019-03-14,7630.9100
2019-03-15,7688.5300
2019-03-18,7714.4800
2019-03-19,7723.9500
2019-03-20,7728.9700
2019-03-21,7838.9600
2019-03-22,7642.6700
2019-03-25,7637.5400
2019-03-26,7691.5200
2019-03-27,7643.3800
2019-03-28,7669.1700
2019-03-29,7729.3200
2019-04-01,7828.9100
2019-04-02,7848.6900
2019-04-03,7895.5500
2019-04-04,7891.7800
2019-04-08,7953.8800
2019-04-09,7909.2800
2019-04-10,7964.2400
2019-04-11,7947.3600
2019-04-12,7984.1600
2019-04-15,7976.0100
2019-04-16,8000.2300
2019-04-17,7996.0800
2019-04-18,7998.0600
2019-04-19,7998.0600
2019-04-22,8015.2700
2019-04-23,8120.8200
2019-04-24,8102.0200
2019-04-25,8118.6800
2019-04-26,8146.4000
2019-04-29,8161.8500
2019-04-30,8095.3900
2019-05-06,8123.2900
2019-05-07,7963.7600
2019-05-08,7943.3200
2019-05-09,7910.5900
2019-05-10,7916.9400
2019-05-13,7647.0200
2019-05-14,7734.4900
2019-05-15,7822.1500
2019-05-16,7898.0500
2019-05-17,7816.2900
2019-05-20,7702.3800
2019-05-21,7785.7200
2019-05-22,7750.8400
2019-05-23,7628.2800
2019-05-24,7637.0100
2019-05-27,7637.0100
2019-05-28,7607.3500
2019-05-29,7547.3100
2019-05-30,7567.7200
2019-05-31,7453.1500
2019-06-03,7333.0200
2019-06-04,7527.1200
2019-06-05,7575.4800
2019-06-06,7615.5500
2019-06-10,7823.1700
2019-06-11,7822.5700
2019-06-12,7792.7200
2019-06-13,7837.1300
2019-06-14,7796.6600
2019-06-17,7845.0200
2019-06-18,7953.8800
2019-06-19,7987.3200
2019-06-20,8051.3400
2019-06-21,8031.7100
2019-06-24,8005.7000
2019-06-25,7884.7200
2019-06-26,7909.9700
2019-06-27,7967.7600
2019-06-28,8006.2400
2019-07-01,8091.1600
2019-07-02,8109.0900
2019-07-03,8170.2300
2019-07-04,8170.2300
2019-07-05,8161.7900
2019-07-08,8098.3800
2019-07-09,8141.7300
2019-07-10,8202.5300
2019-07-11,8196.0400
2019-07-12,8244.1400
2019-07-15,8258.1900
2019-07-16,8222.8000
2019-07-17,8185.2100
2019-07-18,8207.2400
2019-07-19,8146.4900
2019-07-22,8204.1400
2019-07-23,8251.4000
2019-07-24,8321.5000
2019-07-25,8238.5400
2019-07-26,8330.2100
2019-07-29,8293.3300
2019-07-30,8273.6100
2019-07-31,8175.4200
2019-08-01,8111.1200
2019-08-02,8004.0700
2019-08-05,7726.0400
2019-08-06,7833.2700
2019-08-07,7862.8300
2019-08-08,8039.1600
2019-08-09,7959.1400
2019-08-12,7863.4100
2019-08-13,8016.3600
2019-08-14,7773.9400
2019-08-15,7766.6200
2019-08-16,7895.9900
2019-08-19,8002.8100
2019-08-20,7948.5600
2019-08-21,8020.2100
2019-08-22,7991.3900
2019-08-23,7751.7700
2019-08-26,7853.7400
2019-08-27,7826.9500
2019-08-28,7856.8800
2019-08-29,7973.3900
2019-08-30,7962.8800
2019-09-02,7962.8800
2019-09-03,7874.1600
2019-09-04,7976.8800
2019-09-05,8116.8300
2019-09-06,8103.0700
2019-09-09,8087.4400
2019-09-10,8084.1600
2019-09-11,8169.6800
2019-09-12,8194.4700
2019-09-16,8153.5400
2019-09-17,8186.0200
2019-09-18,8177.3900
2019-09-19,8182.8800
2019-09-20,8117.6700
2019-09-23,8112.4600
2019-09-24,7993.6300
2019-09-25,8077.3800
2019-09-26,8030.6600
2019-09-27,7939.6300
2019-09-30,7999.3400
2019-10-08,7823.7800
2019-10-09,7903.7400
2019-10-10,7950.7800
2019-10-11,8057.0400
2019-10-14,8048.6500
2019-10-15,8148.7100
2019-10-16,8124.1800
2019-10-17,8156.8500
2019-10-18,8089.5400
2019-10-21,8162.9900
2019-10-22,8104.3000
2019-10-23,8119.7900
2019-10-24,8185.8000
2019-10-25,8243.1200
2019-10-28,8325.9900
2019-10-29,8276.8500
2019-10-30,8303.9800
2019-10-31,8292.3600
2019-11-01,8386.4000
2019-11-04,8433.2000
2019-11-05,8434.6800
2019-11-06,8410.6300
2019-11-07,8434.5200
2019-11-08,8475.3100
2019-11-11,8464.2800
2019-11-12,8486.0900
2019-11-13,8482.1000
2019-11-14,8479.0200
2019-11-15,8540.8300
2019-11-18,8549.9400
2019-11-19,8570.6600
2019-11-20,8526.7300
2019-11-21,8506.2100
2019-11-22,8519.8900
2019-11-25,8632.4900
2019-11-26,8647.9300
2019-11-27,8705.1800
2019-11-28,8705.1800
2019-11-29,8665.4700
2019-12-02,8567.9900
2019-12-03,8520.6400
2019-12-04,8566.6700
2019-12-05,8570.7000
2019-12-06,8656.5300
2019-12-09,8621.8300
2019-12-10,8616.1800
2019-12-11,8654.0500
2019-12-12,8717.3200
2019-12-13,8734.8800
2019-12-16,8814.2300
2019-12-17,8823.3600
2019-12-18,8827.7300
2019-12-19,8887.2200
2019-12-20,8924.9600
2019-12-23,8945.6500
2019-12-24,8952.8800
2019-12-25,8952.8800
2019-12-26,9022.3900
2019-12-27,9006.6200
2019-12-30,8945.9900
2019-12-31,8972.6000
2020-01-02,9092.1900
2020-01-03,9020.7700
2020-01-06,9071.4700
2020-01-07,9068.5800
2020-01-08,9129.2400
2020-01-09,9203.4300
2020-01-10,9178.8600
2020-01-13,9273.9300
2020-01-14,9251.3300
2020-01-15,9258.7000
2020-01-16,9357.1300
2020-01-17,9388.9400
2020-01-20,9388.9400
2020-01-21,9370.8100
2020-01-22,9383.7700
2020-01-23,9402.4800
2020-02-03,9273.4000
2020-02-04,9467.9700
2020-02-05,9508.6800
2020-02-06,9572.1500
2020-02-07,9520.5100
2020-02-10,9628.3900
2020-02-11,9638.9400
2020-02-12,9725.9600
2020-02-13,9711.9700
2020-02-14,9731.1800
2020-02-17,9731.1800
2020-02-18,9732.7400
2020-02-19,9817.1800
2020-02-20,9750.9700
2020-02-21,9576.5900
2020-02-24,9221.2800
2020-02-25,8965.6100
2020-02-26,8980.7700
2020-02-27,8566.4800
2020-02-28,8567.3700
2020-03-02,8952.1700
2020-03-03,8684.0900
2020-03-04,9018.0900
2020-03-05,8738.6000
2020-03-06,8575.6200
2020-03-09,7950.6800
2020-03-10,8344.2500
2020-03-11,7952.0500
2020-03-12,7201.8000
2020-03-13,7874.8800
2020-03-16,6904.5900
2020-03-17,7334.7800
2020-03-18,6989.8400
2020-03-19,7150.5800
2020-03-20,6879.5200
2020-03-23,6860.6700
2020-03-24,7417.8600
2020-03-25,7384.3000
2020-03-26,7797.5400
2020-03-27,7502.3800
2020-03-30,7774.1500
2020-03-31,7700.1000
2020-04-01,7360.5800
2020-04-02,7487.3100
2020-04-03,7373.0800
